timestamp,dp2200_pressure_bar
2025-12-10T16:01:53.127656+00:00,
2025-12-10T16:01:54.135768+00:00,
2025-12-10T16:01:55.159837+00:00,
2025-12-10T16:01:56.187646+00:00,
2025-12-10T16:01:57.219731+00:00,
2025-12-10T16:01:58.228911+00:00,
2025-12-10T16:01:59.239529+00:00,
2025-12-10T16:02:00.249680+00:00,
2025-12-10T16:02:01.283099+00:00,
2025-12-10T16:02:02.311581+00:00,
2025-12-10T16:02:03.343086+00:00,
2025-12-10T16:02:04.352750+00:00,
2025-12-10T16:02:05.382966+00:00,
2025-12-10T16:02:06.392268+00:00,
2025-12-10T16:02:07.421475+00:00,
2025-12-10T16:02:08.448643+00:00,
2025-12-10T16:02:09.478256+00:00,
2025-12-10T16:02:10.513555+00:00,
2025-12-10T16:02:11.543254+00:00,
2025-12-10T16:02:12.574471+00:00,
2025-12-10T16:02:13.602282+00:00,
2025-12-10T16:02:14.630720+00:00,
2025-12-10T16:02:15.659553+00:00,
2025-12-10T16:02:16.682681+00:00,
2025-12-10T16:02:17.717235+00:00,
2025-12-10T16:02:18.739690+00:00,
2025-12-10T16:02:19.770557+00:00,
2025-12-10T16:02:20.779652+00:00,
2025-12-10T16:02:21.790195+00:00,
2025-12-10T16:02:22.799504+00:00,
2025-12-10T16:02:23.832058+00:00,
2025-12-10T16:02:24.862262+00:00,
2025-12-10T16:02:25.871755+00:00,
2025-12-10T16:02:26.898145+00:00,
2025-12-10T16:02:27.909757+00:00,
2025-12-10T16:03:36.157686+00:00,
2025-12-10T16:03:37.173036+00:00,
2025-12-10T16:03:38.184152+00:00,
2025-12-10T16:03:39.193688+00:00,
2025-12-10T16:03:40.204243+00:00,
2025-12-10T16:03:41.228600+00:00,
2025-12-10T16:03:42.260914+00:00,
2025-12-10T16:03:43.295835+00:00,
2025-12-10T16:03:44.321767+00:00,
2025-12-10T16:03:45.348786+00:00,
2025-12-10T16:03:46.358796+00:00,
2025-12-10T16:03:47.388315+00:00,
2025-12-10T16:03:48.398286+00:00,
2025-12-10T16:03:49.431985+00:00,
2025-12-10T16:03:50.444279+00:00,
2025-12-10T16:03:51.455378+00:00,
2025-12-10T16:03:52.488338+00:00,
2025-12-10T16:03:53.498206+00:00,
2025-12-10T16:03:54.532159+00:00,
2025-12-10T16:03:55.559049+00:00,
2025-12-10T16:03:56.570930+00:00,
2025-12-10T16:03:57.595775+00:00,
2025-12-10T16:03:58.617590+00:00,
2025-12-10T16:03:59.648858+00:00,
2025-12-10T16:04:00.676116+00:00,
2025-12-10T16:04:01.706221+00:00,
2025-12-10T16:04:02.717169+00:00,
2025-12-10T16:04:03.729644+00:00,
2025-12-10T16:04:04.739634+00:00,
2025-12-10T16:04:05.768127+00:00,
2025-12-10T16:04:06.799693+00:00,
2025-12-10T16:04:07.826621+00:00,
2025-12-10T16:04:08.837009+00:00,
2025-12-10T16:04:09.847891+00:00,
2025-12-10T16:04:10.870671+00:00,
2025-12-10T16:04:11.884591+00:00,
2025-12-10T16:04:12.907509+00:00,
2025-12-10T16:04:13.919478+00:00,
2025-12-10T16:04:14.941996+00:00,
2025-12-10T16:04:15.952869+00:00,
2025-12-10T16:04:16.980798+00:00,
2025-12-10T16:04:18.014623+00:00,
2025-12-10T16:04:20.854211+00:00,
2025-12-10T16:04:21.872288+00:00,
2025-12-10T16:04:22.882116+00:00,
2025-12-10T16:04:23.893465+00:00,
2025-12-10T16:04:24.925537+00:00,
2025-12-10T16:04:25.951290+00:00,
2025-12-10T16:04:26.981876+00:00,
2025-12-10T16:04:28.008065+00:00,
2025-12-10T16:04:29.019478+00:00,
2025-12-10T16:04:30.046940+00:00,
2025-12-10T16:04:31.059864+00:00,
2025-12-10T16:04:32.070160+00:00,
2025-12-10T16:04:33.080396+00:00,
2025-12-10T16:04:34.090802+00:00,
2025-12-10T16:04:35.122979+00:00,
2025-12-10T16:04:36.135171+00:00,
2025-12-10T16:04:37.163536+00:00,
2025-12-10T16:04:38.191496+00:00,
2025-12-10T16:04:39.218493+00:00,
2025-12-10T16:04:40.237530+00:00,
2025-12-10T16:04:41.247955+00:00,
2025-12-10T16:04:42.269999+00:00,
2025-12-10T16:04:43.304072+00:00,
2025-12-10T16:04:44.337081+00:00,
2025-12-10T16:04:45.346972+00:00,
2025-12-10T16:04:46.374563+00:00,
2025-12-10T16:04:48.397936+00:00,
2025-12-10T16:15:01.247851+00:00,
2025-12-10T16:15:02.264573+00:00,
2025-12-10T16:15:03.275522+00:00,
2025-12-10T16:15:04.303667+00:00,
2025-12-10T16:15:05.325971+00:00,
2025-12-10T16:15:06.341757+00:00,
2025-12-10T16:15:07.353128+00:00,
2025-12-10T17:02:07.958194+00:00,82.03125
2025-12-10T17:02:08.999426+00:00,82.0125
2025-12-10T17:02:10.011156+00:00,82.05
2025-12-10T17:02:11.045103+00:00,82.04374999999999
2025-12-10T17:02:12.058334+00:00,82.05
2025-12-10T17:02:13.069494+00:00,82.05625
2025-12-10T17:02:14.080267+00:00,82.05
2025-12-10T17:02:15.090990+00:00,82.03750000000001
2025-12-10T17:02:16.100961+00:00,82.06875
2025-12-10T17:02:17.112215+00:00,82.0625
2025-12-10T17:02:18.137017+00:00,82.075
2025-12-29T10:18:08.721965+00:00,
2025-12-29T10:18:09.758157+00:00,
